205,205,205,205,205,205,205,205,205,205,205,205,106,205,205,205,205,205,205,205,205,106,205,205,205,205,205,205,205,205,205,205,205,10,10,10,10,10,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,412,205,205,205,205,205
205,205,205,205,205,205,205,205,205,205,205,106,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,10,10,10,10,10,205,106,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,106,205,205,205,205,205,205,205,205,205,205,205
205,205,205,205,205,205,205,205,205,205,205,205,205,412,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,106,205,205,205,205,205,10,10,10,10,10,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,106,205,205,205,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,412,205,205,205,205,205,412,205,205,205,205,205,205,106,10,10,10,10,10,205,205,205,205,412,205,205,205,205,205,205,205,205,205,205,205,205,412,205,205,205,205,205,205,205,106,205,205,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,412,205,205,205,205,10,10,10,10,10,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,10,10,10,10,10,10,10,205,412,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,106,205,205,205,205,205,205,106,205,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,412,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,412,205,10,10,10,10,10,10,10,205,205,205,106,205,205,205,205,205,205,205,205,205,205,205,205,205,412,205,205,205,205,205,205,205,205,205
205,205,106,205,205,205,205,205,205,205,205,205,106,205,412,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,10,10,10,10,10,10,10,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
205,205,412,205,205,205,205,205,205,205,205,205,106,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,106,10,10,10,10,10,10,10,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
205,205,412,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,10,10,10,10,10,10,10,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
