1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1432,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
1224,1224,1224,1224,1224,1224,1224,1432,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1432,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224
1224,1224,1224,1224,1224,1224,1224,1432,1224,1432,1224,1224,1224,1224,1224,1126,1126,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1432,1224,1224,1224,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1432,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1432,1432,1126,1224,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1432
1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1432,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1224,1126,1432,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1137,1137,1224,1224,1432,1224,1126,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1432,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
1224,1224,1224,1224,1224,1224,1432,1224,1224,1224,1224,1224,1224,1432,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1137,1137,1126,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1126,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1126,1432,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1137,1137,1137,1137,1137,1137,1137,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
